Year,Branch No.,TFWS,LSCO,LSCH,LOPENO,LOPENH,LOBCO,LOBCH,GVJO,GVJH,GSTO,GSTH,GSCO,GSCH,GOPENO,GOPENH,GOBCO,GOBCH,GNT3O,GNT3H,GNT2O,GNT2H,GNT1O,GNT1H,DEFS
2015,627824520,15393,59836,45536,19000,17822,33265,28450,61468,48105,28863,46180,32506,58936,19242,21135,20586,29491,28863,24451,42365,38895,59349,50029,23090
2016,627824520,13170,40263,36122,15650,16633,19836,21608,53873,41157,24694,39511,33528,40840,16463,17476,16593,22104,24694,24682,33880,38224,36825,23462,14789
2017,627824520,10501,40263,41290,13159,12227,14332,16578,46277,61904,19690,105565,24946,38538,13127,12521,15404,18859,19690,24913,25395,29393,36825,26107,22773
2018,627824520,6024,40263,30326,10255,9230,17617,13988,38682,27302,11296,62588,21374,27643,7531,8029,8947,10117,11296,24913,16911,29393,36825,28753,22773
2013,627829310,11684,42007,60951,25051,28467,28214,40451,20448,36515,67931,74207,30531,108775,14606,24551,17622,30523,21909,23369,25495,43813,20448,37975,17527
2014,627829310,15124,44708,70250,22093,29979,33508,48753,32968,47262,62149,57397,29936,68334,18905,32444,19614,42683,28357,35277,24976,39572,26467,68280,22686
2015,627829310,16469,47409,68171,30015,43260,31597,60151,41338,56959,91349,57815,28376,80645,20587,30243,25339,45643,30880,39975,24457,35332,34864,83649,24704
2016,627829310,14387,50110,81373,31448,39715,34668,39839,49708,70820,85957,58233,36873,62613,22473,32577,25986,41432,33709,37304,23939,34613,34864,56841,26967
2017,627829310,11425,52812,65322,10239,27574,28509,41313,58078,84681,56465,75526,25744,59256,17428,27198,19773,33979,31148,40272,23939,33894,34864,30033,32637
2018,627829310,14097,41209,61790,13926,29240,20251,48794,58078,84681,26973,71397,35523,46605,13739,20484,16382,31627,31148,40272,23939,23778,34864,30033,32637
2013,627850710,16423,43110,83659,33205,30260,53890,66251,73564,51322,30793,49269,50298,51107,20529,36535,32550,75611,30793,32846,26687,34899,28740,53375,24634
2014,627850710,17004,66379,47011,22998,34875,45545,45541,73564,53140,87708,62623,22217,86167,21256,30705,26506,47170,31884,34009,27632,63635,29758,55265,25507
2015,627850710,16430,55146,83180,18950,47599,20762,46214,73564,51345,61584,62602,33717,81467,20538,31117,22783,43353,30807,32860,26699,54528,27657,53398,24645
2016,627850710,15370,43913,39852,28825,26229,29366,47677,73564,63665,63771,62581,28292,81850,25466,23413,26953,38433,38199,35004,33105,25343,27657,37410,30559
2017,627850710,17064,32681,87123,17618,20768,19949,56865,73564,32392,65958,62560,19866,50970,12957,22516,18177,32428,71078,35004,16844,25343,27657,94352,15548
2018,627850710,12547,36251,49208,25904,13855,31062,24797,73564,52925,68145,62560,29476,58077,21170,14512,22077,31693,71078,35004,27521,25343,27657,94352,26084
2013,627861210,6236,61065,64486,26851,25394,28562,41497,10913,55715,35495,106538,16096,35589,7795,10142,8924,12866,16118,12472,10133,18574,10913,41644,9354
2014,627861210,7689,63415,68966,27846,25375,33967,38469,18852,45328,18609,73204,24141,29774,9612,13451,9937,17506,16656,14474,18599,18266,13456,29094,11534
2015,627861210,9696,56872,95647,22857,28780,24863,31416,23813,70802,73704,78731,23124,45561,12120,14331,13308,17437,17194,14949,23379,14614,16968,22664,14544
2016,627861210,8498,51685,62179,34745,25448,55212,47574,33496,75003,61621,76526,17510,39406,14406,15560,16056,20991,19291,25342,15469,25479,20168,16235,20939
2017,627861210,8106,45209,39649,19489,17341,40397,35893,33771,56018,93755,98394,28076,44322,10176,10068,12645,14950,21388,26242,15469,28593,22288,25263,12085
2018,627861210,8710,57236,55822,18959,15890,26883,27843,34047,53842,94936,98394,30761,37351,9645,10128,10925,13368,23486,10952,15469,18277,16231,22517,10357
2013,627862510,7457,19576,60228,66123,17019,86698,100323,13050,23305,13983,66486,34791,49217,9322,13392,10887,16634,13983,14915,15047,15847,13050,24237,11186
2014,627862510,11133,29225,47872,40073,35734,65223,66785,19483,91520,20875,92094,34724,45525,13917,14578,17766,18461,20103,24554,20491,23658,19483,36184,16700
2015,627862510,11744,63978,64373,32185,49015,17213,49907,33426,91520,22020,92094,34555,64144,14680,18490,16097,26479,20103,24554,25935,41915,20552,38168,17616
2016,627862510,12018,63978,64373,54972,52418,62260,59742,33426,91520,28128,92094,20917,41792,18752,24077,19033,31759,20103,24554,31379,36602,26252,48755,32681
2017,627862510,13143,63978,64373,51632,25865,51268,49779,33426,91520,20511,92094,54676,62070,13674,16344,19431,26741,20103,24554,36823,38764,19143,35552,25202
2018,627862510,13016,63978,64373,22293,30020,40277,60548,33426,91520,20953,92094,43154,60131,13969,13063,23041,25110,20103,24554,36823,38764,19556,36319,17723
2013,627862610,21684,79246,67765,76864,56075,32527,59082,37948,71819,40659,99696,103304,88109,27106,26911,64453,40667,40659,43369,35237,46080,37948,70475,32527
2014,627862610,21851,79246,68285,59383,77167,40847,64989,38239,78589,40971,99696,70481,92674,27314,40677,40414,65843,40971,43702,55424,47836,38239,71016,32776
2015,627862610,33389,79246,104342,54916,66961,54761,82448,58431,85359,62605,99696,80131,97240,41737,56225,50607,80933,62605,87953,55424,47836,58431,83116,50084
2016,627862610,37369,79246,118100,50449,55303,54761,82448,73322,92129,70860,99696,64547,89393,47240,47732,59272,58491,70860,83241,55424,47836,66136,83116,56688
2017,627862610,32438,79246,87037,45982,96126,54761,82448,73322,98900,52222,99696,89385,81546,34815,41674,56901,60059,52222,78529,55424,47836,48741,83116,41778
2018,627862610,16146,79246,69707,38666,29537,54761,82448,73322,98900,41824,99696,62124,73699,27883,37012,41992,55130,41824,78529,55424,47836,39036,83116,33459
2013,628124510,14607,38343,53366,28473,20235,38942,31753,58234,53166,27388,43821,63201,70149,18259,20714,28296,34368,47137,46512,42943,76939,25562,47183,21910
2014,628124510,15946,56760,57767,25430,21810,29556,30763,82044,71623,52585,47839,44655,67184,19933,24179,32539,36277,47137,26457,33881,71980,47218,37210,23919
2015,628124510,16964,54486,43138,22095,21419,24578,35646,63944,59761,57527,85771,52329,56560,21206,24693,28834,39571,47137,32895,38943,61662,58996,33567,25447
2016,628124510,13094,44481,37388,19045,21228,20274,29454,45844,78278,46567,85460,49922,53848,19409,21317,24247,29199,47137,39333,44005,32570,39963,43834,24021
2017,628124510,13400,40818,34622,14928,17422,20566,25596,27744,48325,46567,85150,41548,49908,16160,18165,21048,28149,47137,40854,38856,31692,39963,26716,26886
2018,628124510,9108,52980,39806,9226,11313,12197,16544,35476,52018,46567,85150,29526,48882,12031,12519,15682,19392,47137,34547,38856,25795,39963,16586,13570
2013,628124520,31246,63369,71767,35564,33873,82260,45390,54681,97645,58587,93739,62492,93739,39058,34400,85735,82547,79230,62492,50775,66398,54681,101550,46869
2014,628124520,27732,92685,50158,34114,35778,58683,73313,48532,86665,51999,83198,77372,85981,34666,35959,36252,76467,77233,60854,45065,58932,67026,90131,41599
2015,628124520,21584,64231,57426,26836,28866,35107,40876,37772,67450,40470,64752,56743,66260,26980,29374,32102,44513,75237,52514,35074,71283,58769,74576,32376
2016,628124520,19696,53872,60338,24214,23044,25658,32404,34469,61552,83661,59090,56389,59301,24621,23382,26762,32702,27158,52514,32007,52730,50513,57361,26028
2017,628124520,15243,43514,50312,18827,20551,20957,30573,26675,80377,83661,45729,42026,56349,19054,20708,23337,31992,27158,52514,24770,43090,33617,40146,28211
2018,628124520,11006,45364,42456,15324,14960,16256,20016,19261,80377,83661,69722,34800,53096,13758,14381,17939,21406,27158,52514,32961,31915,16721,22931,14246
2013,628137210,18052,63674,61392,26594,26502,29487,60094,46644,58688,33849,54158,47011,84699,22566,28375,24822,80441,33849,111291,36603,82789,34681,58671,27079
2014,628137210,29647,71231,92286,36064,40451,43714,61432,69907,71623,55588,88941,64760,87859,37059,50203,42636,91672,55588,66356,45048,52441,55244,65284,44470
2015,628137210,35312,76487,90913,43898,50364,55669,94021,93171,71623,66210,105936,49718,90647,44140,53413,60415,92875,66210,68712,91784,72011,75807,86065,52968
2016,628137210,30301,80296,71311,41650,49081,50180,100145,93171,71623,63217,101148,78110,93436,42145,51093,50067,95844,63217,71068,70272,91581,75807,79876,37124
2017,628137210,22448,74380,81404,30600,28722,54569,58058,93171,71623,48895,78232,101646,96665,32597,41738,43256,81248,42330,71424,45755,97019,75807,73688,34339
2018,628137210,25199,74380,74242,31378,30844,37670,49021,93171,71623,45201,72321,83508,81281,30134,33411,40990,58454,51193,77697,45755,74353,75807,67500,34985
2013,628161210,6660,76904,60201,21287,27986,31493,14154,11656,35636,29636,74661,29636,50585,8326,10244,9158,13501,12489,26752,10823,15871,11656,23058,9991
2014,628161210,10267,63136,58668,33231,31758,65846,52692,29505,47150,84891,71283,35513,35118,12834,15193,13998,19701,27265,20323,19020,22160,17967,28142,15400
2015,628161210,11946,87139,67051,40471,43897,51380,80467,33633,67905,85253,67905,20871,59491,14933,18945,17170,24216,22425,23629,30313,27789,20906,29736,17919
2016,628161210,10368,66486,64124,51981,48223,56855,65486,52361,26700,76846,67905,37692,67941,20552,22603,24333,30556,36269,34815,35828,32332,28772,28441,26850
2017,628161210,10904,73354,99737,32201,36675,36754,56582,34140,52927,76846,67905,30843,66283,17256,18966,20519,29019,36269,24304,41238,30774,36409,43717,33526
2018,628161210,12748,80222,49727,42780,25794,73896,65036,36042,49254,76846,67905,47012,40776,19086,16342,21891,27169,36269,49092,23142,38853,56972,58862,21876
2013,628419110,12168,36783,64895,17688,32360,29906,57161,21294,50479,105346,36504,40245,69948,15210,26718,18100,37213,22815,47825,19773,36741,21294,94532,18252
2014,628419110,17805,65828,49259,21051,27680,31672,70008,31159,52525,95222,81850,49861,50692,22257,33994,28629,38093,33385,47459,28674,36490,31159,75372,26708
2015,628419110,19886,59482,53667,24415,28671,33439,41238,34801,41720,85099,74678,36372,57411,24858,35852,25046,49761,25587,47094,31526,38398,34801,78422,29829
2016,628419110,16059,53137,45089,33147,43310,35603,67429,41819,54364,85099,67507,41116,61788,29871,42654,35380,58358,49674,46729,34379,46779,41819,81473,35845
2017,628419110,14878,49945,56699,29792,36071,37768,45040,32943,67008,85099,67507,47362,72576,23531,37516,28860,52242,49674,46364,37232,39205,32943,84523,42772
2018,628419110,18126,63404,48573,26838,34310,40860,50178,35897,67008,85099,67507,63776,67152,25641,35358,32359,54453,49674,45999,36504,39205,35897,87574,46030
2013,628424510,14173,37205,43787,13581,21123,29730,30118,24803,44292,26575,42520,71499,65979,17717,26796,35106,39148,26575,28347,23032,30829,76365,46064,21260
2014,628424510,19448,51051,57336,22163,34286,33169,41554,34034,60775,36465,58344,48699,62918,24310,40520,28476,46367,45870,63157,31603,41573,75267,63206,29172
2015,628424510,19178,50343,43646,20209,28147,30735,37104,33562,59932,35959,57535,85544,71100,23973,35561,26519,49771,45870,38910,31164,38279,44088,62329,28767
2016,628424510,9962,49482,35284,24436,25528,28302,32293,32988,60082,35344,56551,28728,58367,23563,26374,24057,39616,45870,38910,30631,34986,44088,48241,25829
2017,628424510,9091,38264,39500,13202,25088,28774,24926,80014,54800,27331,43730,34288,71546,18221,26983,28277,32088,45870,38910,43248,34392,44088,51331,32567
2018,628424510,9536,32062,49930,15774,21820,29246,25746,71256,49518,22902,36643,40667,46973,15268,25151,23275,32604,45870,38910,43248,33799,44088,51331,24435
2013,628424610,24032,63084,90566,23904,34571,50170,57496,42056,75100,45060,72096,87804,109396,30040,40825,51069,66208,45060,55146,50207,51068,42056,78104,36048
2014,628424610,41652,109338,87441,52490,50265,56441,69191,81045,90985,78099,124958,65322,91668,52066,68826,52882,77351,78099,76368,56534,88512,72892,135371,62479
2015,628424610,36132,94846,84316,50861,49209,66297,65093,81045,87154,67747,108396,62259,94980,45165,65828,48335,63032,67747,85746,62861,76780,63230,117429,54198
2016,628424610,18740,74388,88942,33093,39479,37237,60996,81045,83323,53134,85015,49376,80708,35423,42639,46365,48714,53134,95125,59744,60219,49592,68447,58621
2017,628424610,14294,93325,79605,30053,37386,53089,47676,81045,79492,45631,73010,48290,103689,30421,44384,57251,51437,97526,104504,56627,46451,42589,93835,50575
2018,628424610,21624,72012,52937,22994,32143,49093,50327,81045,79492,38158,61053,72311,87462,25439,38047,36856,51942,97526,57098,53510,46451,54733,93835,42530
2013,628429310,15375,47666,74214,16897,28883,23062,54731,26906,97592,28828,46125,43227,110439,19219,34873,36792,49428,25655,61908,24984,32672,26906,49969,23062
2014,628429310,24940,44074,49448,31948,39996,38379,52601,43646,92907,46764,74822,47720,88674,31176,44932,34487,56230,35034,61435,40528,47596,43646,81057,37411
2015,628429310,25519,40482,69867,30556,38697,38709,59063,44658,88222,47848,85083,37666,77424,31899,48479,38161,60473,44413,60963,41468,51641,44658,84471,38278
2016,628429310,18179,70226,53546,34270,52056,39040,84123,50086,83537,53664,91902,60582,64255,35776,52401,41835,58859,53792,71904,43336,52693,50086,84471,42931
2017,628429310,17706,73912,53546,22427,51756,39371,89591,39734,74754,42573,91902,64704,98850,28382,49741,39908,61003,63171,66346,43336,52637,97887,84471,53776
2018,628429310,35917,77599,53546,37846,60168,39371,89591,53558,65972,51822,91902,82725,76328,34548,52887,67885,85458,72551,60789,43336,52637,97887,84471,53776
2013,628437210,17344,44694,54081,18439,36284,22337,64958,78433,54202,32521,52034,52116,100112,21681,42975,31502,86574,32521,51127,28185,64835,58946,86219,26017
2014,628437210,26795,46642,83227,28365,41226,52252,72486,56978,83735,50241,80385,77192,87897,33494,57926,55063,92537,50241,64258,48576,70625,74838,86219,40192
2015,628437210,42311,81648,88044,42349,49871,62097,78118,56978,132222,79333,89624,90561,88572,52889,72608,63313,92312,79333,64258,73793,64198,65114,86219,63466
2016,628437210,32071,81648,92862,50541,57707,54206,83750,56978,131827,79096,89624,101332,89247,52731,65077,57194,92087,79096,64258,99011,83961,55390,86219,63277
2017,628437210,33588,81648,102050,48909,85330,47914,83902,56978,178380,107028,89624,101332,89923,71352,87763,101751,106616,107028,64258,75449,91111,55390,86219,55875
2018,628437210,36299,81648,96446,45024,73774,50567,93832,56978,168125,100875,89624,101332,89923,67250,93266,96955,95480,100875,64258,75449,91111,55390,86219,71555
2013,628461210,6629,40751,76759,17810,20237,20444,59310,11601,51402,45088,51795,23725,50267,8287,14312,10914,19371,12430,13259,10773,17453,11601,43670,9944
2014,628461210,11944,38206,82636,27544,27976,20444,37847,20902,66116,53088,61914,33715,48049,14930,16926,19525,25516,25384,23888,19409,28194,20902,75432,17916
2015,628461210,14485,35128,60293,30804,18846,20444,68857,25349,46247,61089,58951,28844,36439,18106,22853,23317,32010,25384,28970,23538,23111,25349,7598,21727
2016,628461210,13298,92996,67219,49061,40467,20444,87260,29796,71440,61089,58951,44298,51925,21283,30461,23300,46561,25384,34052,27667,54384,29796,33602,30596
2017,628461210,7238,92996,67219,31816,33173,20444,75986,57833,74584,61089,58951,49750,76798,15454,28468,20013,44424,25384,64276,20090,40830,21635,59607,27074
2018,628461210,14546,92996,67219,44416,58268,20444,59580,87914,77729,61089,58951,45200,46032,17461,27563,21114,43552,25384,66404,27391,32372,24445,54251,32837
2013,630719110,55767,146388,174272,76679,76679,107598,118505,97592,174272,104563,167301,83640,95503,69709,110041,94564,110910,104563,111534,90621,118505,97592,181243,83650
2014,630719110,55151,87701,172347,75832,75832,86537,117196,96514,172347,103408,165453,84947,87362,68939,82367,78519,91602,103408,110302,76060,90965,96514,179241,82726
2015,630719110,44728,92092,139777,85187,85258,65476,79347,87823,139777,83866,134186,63764,89671,55911,71354,62549,75978,83866,89457,73998,84854,78275,145368,67093
2016,630719110,35514,96484,139912,63134,83086,65476,85510,87823,139912,83947,89103,57837,74826,55965,74460,56014,88268,83947,86317,71936,85699,78351,145509,67158
2017,630719110,35557,96484,116525,35924,85559,65476,91674,87823,116525,98494,89103,51910,80686,46610,68667,54738,77385,69915,86317,71936,86178,65253,121186,43637
2018,630719110,36461,96484,85872,40482,72938,65476,91674,87823,85872,98494,89103,51910,77960,34349,65984,62951,98361,51523,86317,71936,86178,48088,82402,46873
2013,630724510,50558,132715,108900,55861,52341,75837,108106,88477,157995,95589,151675,68422,151675,63198,77429,69517,93080,94797,88876,65976,107436,88477,164314,75837
2014,630724510,59573,156380,78375,75792,55823,88200,91774,104253,90871,95589,178720,91450,178720,74467,67906,88285,91359,111700,79210,66352,126593,104253,193614,89360
2015,630724510,34441,82579,63892,43052,47706,81336,74677,60272,90454,95589,103324,62193,93233,43052,61633,63381,81750,64578,69544,66728,73188,60272,111935,51662
2016,630724510,26089,82430,62211,32827,32467,57537,53456,50194,90038,95589,86047,66112,39853,35853,36709,42783,58240,53779,59879,67104,60950,50194,93217,47829
2017,630724510,21062,82282,79649,20514,32376,32286,47949,40686,89622,95589,69748,50989,94144,29062,36356,40068,41442,43593,50213,67480,59094,40686,75561,47829
2018,630724510,15429,82134,79649,29521,21510,32286,47911,53916,89206,95589,63753,50989,79215,26564,28192,31171,44457,39846,40548,67857,59094,37189,69066,47829
2013,630724610,56377,147991,176180,63123,75607,84566,119802,98660,176180,105708,169132,112755,169132,70472,98623,77519,119802,105708,112755,91613,119802,98660,183227,84566
2014,630724610,65327,171483,204147,73411,81029,97990,138820,114322,204147,122488,195981,130654,195981,81659,90525,89824,138820,122488,130654,106156,138820,114322,212313,97990
2015,630724610,63799,167472,199372,83700,86451,95698,135573,111648,199372,119623,191397,127598,91129,79749,93189,97820,96390,119623,127598,103673,135573,111648,207347,95698
2016,630724610,31931,114141,135882,50096,51539,65223,92400,76094,135882,81529,130447,56161,96005,54353,64525,59990,97859,84917,86964,70658,92400,76094,141317,50749
2017,630724610,48181,81889,97487,37795,32116,46794,67286,54593,97487,58492,93588,65568,100882,38995,46811,71959,69552,84917,57052,50693,66291,54593,53764,47821
2018,630724610,37465,87599,104285,19340,50171,30436,50932,58399,104285,62571,100113,75943,100882,41714,42882,46070,51893,84917,57052,54228,70913,58399,53764,44893
2013,630737210,58136,152609,181677,47155,98787,87205,123540,101739,181677,109006,174410,116273,174410,72671,110452,79938,123540,109006,116273,94472,123540,101739,188944,87205
2014,630737210,63920,167791,199751,64722,99287,95880,135831,111860,199751,119851,191761,127841,191761,79900,103819,87890,135831,119851,127841,103870,135831,111860,207741,95880
2015,630737210,69704,182973,217825,82290,99788,104556,148121,121982,217825,130695,209112,139408,209112,87130,97187,95843,148121,130695,139408,113269,148121,121982,226538,104556
2016,630737210,54945,198156,235900,99858,100288,113232,160412,132104,235900,141540,226464,150976,226464,94360,93943,103796,160412,141540,150976,122668,160412,132104,245336,113232
2017,630737210,63537,208828,248605,94733,100789,119330,169051,139218,248605,149163,238660,159107,238660,99442,90700,109386,169051,149163,159107,129274,169051,139218,258549,92324
2018,630737210,54556,162054,192922,60328,84940,92602,131187,108036,192922,115753,185205,85806,185205,77169,98420,84885,131187,115753,123470,100319,131187,108036,200639,92324
2013,630760210,29559,77971,102794,43624,94127,62255,104400,65514,92372,55423,72982,56791,97338,36949,82348,53787,79348,55423,59118,48033,62813,51728,84696,44338
2014,630760210,44375,77971,102794,49889,93518,72703,104400,69814,138672,83203,72982,72848,92081,55469,89637,71685,93486,83203,88750,72109,94297,77656,84696,66562
2015,630760210,44519,77971,102794,56154,92910,72703,104400,74114,139122,83473,72982,88540,94551,55649,80749,66683,94303,83473,89038,72343,94603,77908,84696,66778
2016,630760210,25089,77971,102794,62419,92301,72703,104400,74114,87287,52372,72982,42234,97022,34915,64793,53823,95120,52372,55864,45389,59355,48881,84696,41898
2017,630760210,51259,77971,102794,62419,91693,72703,104400,74114,64572,38743,72982,31073,95566,25829,57146,32068,67931,38743,41326,39518,43909,95455,84696,58006
2018,630760210,36325,77971,102794,62419,91693,72703,104400,74114,108587,65152,72982,46489,62427,43435,61160,60816,74895,65152,69496,39518,73839,87659,84696,32436
2013,630761210,27980,80432,106363,35527,62585,54858,67164,48966,70875,52464,83942,96541,101432,34976,58412,51666,76022,40017,83493,54773,70793,95568,101948,41971
2014,630761210,27496,68098,92146,59090,73698,51475,77151,48119,89729,92984,82490,76491,78969,34371,51296,47570,70598,77323,79679,62716,71889,83095,92808,41245
2015,630761210,37606,55764,92146,75128,84974,64619,82273,65811,89729,92984,97277,53867,87679,47008,57000,62666,81438,90220,75865,70659,63018,70623,85197,56409
2016,630761210,31596,55764,92146,75128,95816,64619,82273,81659,89729,92984,97277,71528,96389,53453,83391,55722,99619,92867,67840,78602,83472,70623,77587,63293
2017,630761210,25981,55764,92146,75128,80881,64619,82273,90185,89729,92984,97277,79467,105099,31451,56943,64239,88233,95515,59815,78602,72377,70623,69977,91134
2018,630761210,28061,55764,92146,75128,70793,64619,82273,90073,89729,92984,97277,75358,105099,48073,63564,57880,94998,95515,79309,78602,72377,70623,69977,45539
2013,631024510,76884,201822,82289,62083,21418,115327,163380,134548,240265,144159,230654,153769,230654,96106,65072,105716,66276,144159,153769,124937,93798,134548,249875,115327
2014,631024510,54988,144343,77935,58530,73461,82482,116849,96229,171837,75488,164964,109976,164964,68735,88043,75608,76609,103102,109976,89355,83079,96229,178711,82482
2015,631024510,69494,182422,73582,59424,70388,90525,147675,121615,217170,87647,208483,138988,208483,86868,83549,95554,86942,130302,138988,112928,72360,121615,225856,104241
2016,631024510,32311,146699,69229,78873,51854,71765,60302,97799,174642,99807,167656,84697,94136,69857,60213,85926,65777,104785,111771,90814,61642,97799,181628,55741
2017,631024510,25099,66045,97767,31427,37902,53005,55386,44030,78625,99807,75480,45366,92714,31450,40989,37235,62701,47175,87268,40885,71707,44030,81770,35037
2018,631024510,20879,45486,58059,26129,24919,34245,28586,30323,98559,99807,51984,74005,59482,21660,27748,27184,29524,32490,87268,90428,58992,30323,56384,43800
2013,631024610,64823,170160,202572,89131,89131,97234,137749,113440,202572,121543,194469,129646,194469,81029,87976,89131,137749,121543,129646,105337,137749,113440,210675,97234
2014,631024610,64823,170160,202572,89131,89131,97234,137749,113440,202572,121543,194469,129646,194469,81029,90538,89131,137749,121543,129646,105337,137749,113440,210675,97234
2015,631024610,64823,170160,202572,89131,89131,97234,137749,113440,202572,121543,194469,129646,194469,81029,93101,89131,137749,121543,129646,105337,137749,113440,210675,97234
2016,631024610,34678,94913,202572,68975,79909,97234,137749,113440,202572,121543,194469,129646,194469,81029,95664,85063,137749,121543,129646,105337,137749,113440,210675,97234
2017,631024610,40662,94913,134020,70929,37830,102710,61501,75051,134020,80412,128659,85772,91785,53608,58574,77637,75431,80412,85772,69690,93214,75051,139380,64329
2018,631024610,33633,94913,100850,39764,30071,29638,40246,56476,100850,60510,96816,64544,88548,40340,35768,56523,48601,60510,64544,52442,93214,56476,104884,77626
2013,631061210,33902,88993,99310,87980,72916,50853,75756,59329,105945,63567,101707,87205,71970,42378,47217,80870,76884,96232,67804,55091,56883,59329,85089,50853
2014,631061210,56481,91249,99310,75124,49860,68222,91046,98842,176505,72271,92860,89401,91453,70602,74682,62735,83265,96232,112963,82458,73170,90284,87052,84722
2015,631061210,60000,91249,99310,62269,26805,85042,49583,105001,187502,75710,92860,94532,95606,75001,81327,80924,89028,96232,120001,82458,89458,90284,89016,90001
2016,631061210,55713,91249,99310,62269,56362,85042,49583,140256,250457,75710,92860,85472,99759,100183,99679,100438,91397,96232,160292,82458,89458,90284,84316,120219
2017,631061210,34588,91249,99310,62269,85920,85042,49583,133565,238510,75710,92860,76412,103912,95404,66939,100999,93767,96232,152646,82458,89458,90284,79616,38777
2018,631061210,36214,91249,99310,62269,54476,85042,49583,73584,131400,75710,92860,67352,75017,52560,47211,60606,75624,96232,84096,82458,89458,90284,74917,70861
2013,663419110,87972,230928,274915,120962,120962,131959,186942,153952,274915,164949,263918,175945,263918,109966,109257,120962,186942,164949,175945,142955,186942,153952,285911,131959
2014,663419110,59262,155563,185195,81485,81485,86346,125932,103709,185195,111117,177787,118524,85295,74078,77758,83939,88212,111117,118524,96301,125932,103709,192602,88893
2015,663419110,48221,126581,150692,84232,66758,86346,102470,78430,150692,85766,144664,78721,85295,60277,66680,91399,84487,90415,96443,78360,102470,84387,156720,72332
2016,663419110,49888,153846,183150,86792,65103,86346,124542,78430,183150,90081,175824,89284,85295,73260,91650,87871,89538,109890,117216,95238,124542,102564,190476,87912
2017,663419110,50296,128723,153242,86792,63448,86346,104204,78430,92186,90081,147112,89284,85295,61297,79236,87871,94590,91945,98075,79686,104204,85815,159372,73556
2018,663419110,60276,200564,238767,86792,63448,86346,162361,78430,92186,90081,229216,89284,85295,95507,88282,87871,94590,143260,152811,124159,162361,133709,248318,114608
2013,663424510,48988,128595,153090,67359,101065,73483,104101,85730,153090,91854,146966,97977,146966,61236,111573,67359,104101,91854,97977,79606,104101,85730,159213,73483
2014,663424510,57863,151890,180822,79561,80313,86794,93171,101260,180822,108493,173589,115726,173589,72329,92558,79561,122959,108493,115726,94027,122959,101260,188055,86794
2015,663424510,52436,94135,163862,46072,63932,78654,86663,91763,163862,98317,157308,66104,157308,65545,79447,90896,111426,98317,104872,85208,111426,91763,170417,78654
2016,663424510,41043,94135,155252,93211,62384,74521,80155,88099,155252,93151,149042,93328,96361,62101,60090,75082,86062,93151,99361,80731,105571,86941,161462,74521
2017,663424510,32355,94135,93551,59411,52733,76493,93126,88099,154075,92445,147912,84989,95557,61630,50930,71171,100524,92445,98608,80119,88854,86282,160238,72809
2018,663424510,31341,94135,93551,62455,44747,95526,84947,88099,124725,74835,119736,55147,95557,49890,52456,78856,81490,74835,79824,81612,93220,82281,129714,38121
2013,663461210,54573,99118,110107,87646,82793,81860,110587,95503,170542,102325,163720,80659,96275,68217,64323,98738,96216,102325,109147,88682,111650,83807,177364,81860
2014,663461210,46768,77607,110107,87646,87368,70153,70115,81845,146152,87691,140306,76311,91767,58461,53423,65497,64196,87691,93537,75999,94936,84307,86164,70153
2015,663461210,45606,85879,110107,87646,91943,80543,70115,79811,142520,85512,136819,85651,87259,57008,71903,66810,96633,85512,91212,85200,78222,84807,86164,68409
2016,663461210,48363,85879,110107,87646,96519,80543,70115,125150,223482,134089,214543,91300,87259,89393,99340,66810,96633,134089,143028,92490,78222,84807,86164,107271
2017,663461210,52275,85879,110107,87646,90329,80543,70115,144740,258465,155079,248126,91300,87259,103386,103847,66810,96633,155079,165417,92490,78222,84807,86164,124063
2018,663461210,52275,85879,110107,87646,87422,80543,70115,122889,219445,131667,210667,91300,87259,87778,103847,66810,96633,131667,140444,92490,78222,84807,86164,105333
2013,673219110,22954,46973,106380,31562,105388,91665,55934,40170,71732,101464,103424,32252,74057,28693,42506,29537,79802,43039,80615,37300,48778,40170,74601,34431
2014,673219110,33567,54756,106380,55656,48565,49217,67237,58742,90418,85492,98385,58184,91902,41959,46949,46547,62980,62938,55052,54546,71330,60310,109093,50350
2015,673219110,31456,62539,106380,62186,64206,74595,60070,55049,91654,87041,93346,62502,95721,39321,50768,41340,55861,58981,57984,51117,66845,60310,102234,47185
2016,673219110,33444,70322,106380,63433,79848,66850,81861,65306,92891,88591,88307,61111,91714,46980,53430,48201,69994,70470,60917,61074,68058,60310,82507,42935
2017,673219110,34166,78105,106380,37677,64008,47331,106085,37495,94127,90140,75074,44403,76405,35613,47135,35702,69758,53419,63850,67695,68058,60310,82507,46894
2018,673219110,32591,78105,106380,48810,76708,55397,90173,37495,95364,91690,75074,56614,74906,39791,59149,48033,78503,59686,66783,67695,68058,60310,82507,50125
2013,673224510,46097,88387,99183,32418,56674,65097,98116,83437,144055,86433,138292,107860,110985,57622,64107,88177,111753,86433,92195,74908,75520,80670,149817,69146
2014,673224510,47970,89029,92201,82139,60945,82251,89310,71314,149907,89944,143911,83741,93477,59963,76981,85447,93437,89944,95940,91487,73404,83948,155903,71955
2015,673224510,38508,50116,85219,49680,52335,65409,80504,75583,120337,72202,115524,59623,97356,48135,69120,56446,94918,72202,77016,92724,71289,67027,125151,57762
